animation,type,target,property,modifiers
symbol_17_anticipation_loop,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_land,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_reveal,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_win,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_18_land,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_18_win,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_19_land,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_19_win,slot,fx_Shockwave_01_00,rgba,symbol_17_anticipation_outro;symbol_17_upgrade;symbol_18_multiply_intro;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_intro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_anticipation_intro,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_anticipation_loop,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_anticipation_outro,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_land,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_upgrade,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_win,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_18_land,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_18_multiply_intro,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_18_multiply_loop,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_18_win,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_19_collect_intro,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_19_collect_loop,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_19_land,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_19_win,slot,fx_coins_reveal,attachment,symbol_17_reveal;symbol_18_multiply_outro;symbol_19_collect_outro
symbol_17_anticipation_intro,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_anticipation_loop,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_anticipation_outro,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_land,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_reveal,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_17_win,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_18_land,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_18_multiply_intro,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_18_win,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_19_collect_intro,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_19_land,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
symbol_19_win,slot,fx_Shockwave_01_00,attachment,symbol_17_upgrade;symbol_18_multiply_loop;symbol_18_multiply_outro;symbol_19_collect_loop;symbol_19_collect_outro
